"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","pH","sulphates","alcohol","quality","wine_type","wine_type_bin","acidity_ratio","alcohol_va_ratio","sugar_body_ratio","sulfur_efficiency"
5.9,0.435,0.16,6.4,0.031,21,3.24,0.46,12.2,6,"white",1,9.91594972109291,28.0459125381321,78.0790474356213,3.55932143062349
7,0.25,0.33,2.1,0.021,17,3.26,0.45,12.3,6,"white",1,12.068944708716,49.1998032007872,25.8296822949078,2.4285710816327
6.7,0.26,0.29,7.7,0.038,40,3.23,0.56,10.4,6,"white",1,12.1817960330981,39.9998461544379,80.0791671766614,5.97014836266442
7,0.24,0.3,12.3,0.035,72,2.99,0.57,10.4,6,"white",1,12.9629389575204,43.3331527785301,127.918669645836,10.2857128163267
8.5,0.23,0.34,1.3,0.035,54,3.07,0.55,11,7,"white",1,14.9122545399043,47.8258790179173,14.2998427017303,6.35294042906583
4.8,0.65,0.12,1.1,0.013,4,3.32,0.36,13.5,4,"white",1,6.23375813797644,20.7691988166172,14.8497995277064,0.833333159722258
6.1,0.22,0.38,2.8,0.144,12,2.95,0.64,11.4,6,"white",1,10.1666497222505,51.8179462820624,31.9196361161483,1.9672127922602
5.8,0.27,0.26,3.5,0.071,26,3.1,0.38,11.5,6,"white",1,10.9433755785366,42.5924348428339,40.249537130323,4.48275784780037
5,0.455,0.18,1.9,0.036,33,3.21,0.83,14,7,"white",1,7.87400334802622,30.7691631446964,26.5996276052135,6.59999868000026
6.5,0.33,0.3,3.8,0.036,34,3.25,0.63,12.5,7,"white",1,10.3174439405652,37.87867309493,47.4994062574218,5.23076842603563
6.7,0.31,0.3,2.4,0.038,30,3.09,0.36,12.8,7,"white",1,10.9835885514942,41.2901893864859,30.7196067890331,4.47761127199832
6.2,0.39,0.24,4.8,0.037,45,3.23,0.43,11.2,7,"white",1,9.8412542202314,28.7178750823716,53.7593978947436,7.25806334547365
7.1,0.37,0.3,6.2,0.04,49,3.17,0.27,13.6,6,"white",1,10.5969991089566,36.7566574144394,84.3188532635956,6.901407478675
7.2,0.23,0.82,1.3,0.149,70,2.93,0.42,9.2,6,"white",1,6.85713632653683,39.9998260877127,11.9598899690123,9.72222087191377
7.2,0.25,0.32,1.5,0.054,24,3.17,0.48,11.1,6,"white",1,12.6315567867425,44.3998224007104,16.6498151870514,3.33333287037043
4.7,0.455,0.18,1.9,0.036,33,3.21,0.83,14,7,"white",1,7.40156314714465,30.7691631446964,26.5996276052135,7.02127510185636
6.2,0.28,0.51,7.9,0.056,49,3.18,0.52,9.4,5,"white",1,7.84809133152996,33.5713086738976,74.2593019625616,7.90322453173798
6.4,0.35,0.28,1.6,0.037,31,3.12,0.4,14.2,7,"white",1,10.1587140337872,40.5713126533924,22.7196773805812,4.84374924316418
6.6,0.31,0.28,1.4,0.035,28,3,0.4,13.2,6,"white",1,11.1864217179293,42.5805078048135,18.4797560672199,4.24242359963279
7.4,0.25,0.37,2.6,0.05,24,3.04,0.53,11.2,6,"white",1,11.9354646202184,44.7998208007168,29.1196738596528,3.24324280496719
7.3,0.36,0.34,14.8,0.057,46,3.14,0.57,10.2,5,"white",1,10.4285565306335,28.3332546298483,150.958460223706,6.30136899981247
8.6,0.31,0.3,0.9,0.045,16,2.95,0.39,10.1,5,"white",1,14.0983375437089,32.580540062774,9.08990819192726,1.86046489994594
8.6,0.22,0.33,1.2,0.031,38,2.83,0.31,10.3,5,"white",1,15.6363352066633,46.8179690092318,12.3598726933113,4.41860413737161
6.9,0.14,0.29,9.9,0.056,30,3.19,0.33,9.9,6,"white",1,16.0464743105249,70.7137806158527,98.0090297106059,4.34782545683689
6.5,0.22,0.31,3.9,0.046,17,3.15,0.31,11.5,5,"white",1,12.2641278035324,52.2724896705015,44.8494842309313,2.61538421301781
6.6,0.32,0.47,15.6,0.063,27,3.18,0.56,9,5,"white",1,8.35441980453189,28.1249121096497,140.398736411372,4.09090847107447
6.1,0.28,0.26,1.5,0.03,25,3.03,0.41,12.1,6,"white",1,11.2962753772678,43.2141313781022,18.1497803876573,4.09835998387541
6.2,0.3,0.28,1.6,0.036,28,3.14,0.41,13.3,6,"white",1,10.6896367420056,44.3331855560482,21.2797169797642,4.51612830385027
6.9,0.22,0.28,7.8,0.05,43,3.22,0.6,11.5,8,"white",1,13.7999724000552,52.2724896705015,89.6989684618627,6.23188315479954
8.7,0.31,0.21,5.6,0.039,28,2.96,0.52,11,4,"white",1,16.7307370562749,35.4837565040113,61.5993224074535,3.21839043466777
7.3,0.27,0.3,1.3,0.04,26,3.28,0.53,10.7,6,"white",1,12.8069950754472,39.6294828537672,13.9098511645925,3.56164334772009
7,0.46,0.2,16.7,0.046,50,3.08,0.56,9.4,5,"white",1,10.6060445362962,20.4347381853518,156.978524401871,7.14285612244913
5.7,0.23,0.25,7.95,0.042,16,3.44,0.61,10.3,6,"white",1,11.8749752604682,44.7824139895044,81.8841565931871,2.80701705140052
6.5,0.36,0.36,6.7,0.185,51.5,3.17,0.42,9.3,5,"white",1,9.02776523921495,25.8332615742734,62.3094205223891,7.9230757041422
8.2,0.18,0.38,1.1,0.04,41,2.88,0.6,12,6,"white",1,14.6428309949446,66.6662962983539,13.1998416019008,4.99999939024398
6.2,0.27,0.32,6.3,0.048,47,3.21,0.6,11,6,"white",1,10.5084567653275,40.7405898496672,69.2992377083852,7.58064393860582
6.9,0.4,0.37,8.9,0.053,36,3.16,0.5,9.3,5,"white",1,8.96102732334114,23.2499418751453,82.7692302461587,5.21739054820427
4.9,0.345,0.34,1,0.068,32,3.24,0.4,10.1,5,"white",1,7.15327422879675,29.2752774629639,10.0998979910303,6.53061091212022
7.2,0.23,0.39,1.5,0.053,26,3.18,0.47,11.1,6,"white",1,11.6128844953476,48.260659736262,16.6498151870514,3.61111060956797
6.4,0.2,0.15,6.6,0.046,26,2.99,0.58,9.9,6,"white",1,18.2856620409656,49.4997525012375,65.3393531404039,4.06249936523447
6.1,0.27,0.32,6.2,0.048,47,3.22,0.6,11,6,"white",1,10.3389655271771,40.7405898496672,68.1992498082521,7.70491676968578
6,0.3,0.33,2.1,0.042,31,3.32,0.42,12.5,6,"white",1,9.52379440667555,41.6665277782407,26.2496718791015,5.1666658055557
6.1,0.3,0.32,2.2,0.042,41,3.31,0.44,12.7,7,"white",1,9.83869380855837,42.3331922226926,27.9396451665064,6.72131037355568
5.7,0.14,0.3,5.4,0.045,26,3.32,0.45,9.3,5,"white",1,12.9545160124636,66.4280969421647,50.2195329583435,4.56140270852584
6.3,0.33,0.2,17.9,0.066,36,3.14,0.51,8.8,5,"white",1,11.8867700249622,26.6665858588307,157.518613836198,5.71428480725638
7,0.16,0.3,2.6,0.043,34,2.88,0.47,11.2,6,"white",1,15.2173582231343,69.9995625027343,29.1196738596528,4.8571421632654
8.4,0.22,0.3,1.3,0.038,45,3.13,0.54,10.8,7,"white",1,16.1538150888171,49.0906859514275,14.0398483696376,5.35714221938783
5.4,0.24,0.18,2.3,0.05,22,3.24,0.46,10.3,5,"white",1,12.8571122449708,42.9164878479673,23.6897559955132,4.07407331961605
7.7,0.31,0.36,4.3,0.026,15,3.11,0.48,12,5,"white",1,11.4925201604177,38.7095525498305,51.5993808074303,1.94805169505822
5.6,0.185,0.19,7.1,0.048,36,3.26,0.41,9.5,6,"white",1,14.9332935112173,51.3510737779796,67.4493592310873,6.42857028061245
6.6,0.43,0.24,11.9,0.04,54,3.14,0.54,9.8,6,"white",1,9.85073156607229,22.7906446729194,116.6188571352,8.18181694214895
7.6,0.39,0.46,11.7,0.084,55,2.91,0.51,9,5,"white",1,8.94116595156947,23.0768639054772,105.299052308529,7.23684115304722
7.2,0.58,0.27,5.8,0.032,40,3.17,0.53,13,7,"white",1,8.47057826990792,22.413754459044,75.3990198127424,5.55555478395072
6,0.34,0.32,3.8,0.044,13,3.39,0.44,11.8,7,"white",1,9.09089531682528,34.7057802771168,44.8394708942434,2.16666630555562
7.5,0.35,0.48,12.4,0.056,61,2.97,0.52,8.8,5,"white",1,9.03613369140519,25.1427853063277,109.11903975245,8.13333224888903
7.3,0.38,0.23,6.5,0.05,18,3.1,0.55,11.2,4,"white",1,11.9671934964041,29.4736066484036,72.7991846491319,2.46575308688314
5.4,0.185,0.19,7.1,0.048,36,3.26,0.41,9.5,6,"white",1,14.3999616001024,51.3510737779796,67.4493592310873,6.66666543209899
6.3,0.27,0.51,7.6,0.049,35,3.16,0.54,9.4,4,"white",1,8.07691272190677,34.8146858715338,71.4393284703124,5.55555467372148
6.5,0.29,0.52,7.9,0.049,35,3.16,0.51,9.5,6,"white",1,8.02468145101055,32.7585077292837,75.0492870317732,5.38461455621314
6.4,0.17,0.3,2.8,0.034,33,3.03,0.49,10.4,6,"white",1,13.6169923042717,61.1761107287604,29.1196971551496,5.15624919433606
6.7,0.18,0.31,10.6,0.035,42,3.08,0.49,9.8,7,"white",1,13.6734414827725,54.444141976989,103.878981985977,6.26865578079764
6.8,0.37,0.67,1.5,0.175,16,3.06,0.56,10.3,6,"white",1,6.53845525148534,27.8377626006416,15.4498408666391,2.35294083044988
6.1,0.24,0.26,1.7,0.033,61,3.19,0.81,11.9,7,"white",1,12.1999756000488,49.5831267369719,20.2297592658647,9.99999836065601
7,0.32,0.29,7.6,0.025,35,3.15,0.65,12.8,7,"white",1,11.4753910239491,39.9998750003906,97.2787548319381,4.99999928571439
6.9,0.27,0.25,7.5,0.03,18,3.09,0.38,13,6,"white",1,13.2692052515284,48.147969822334,97.4987325164773,2.60869527410213
6.5,0.29,0.53,1.7,0.04,41,3.26,0.59,10.4,7,"white",1,7.92681960143951,35.8619453036369,17.6798161299123,6.30769133727826
6.5,0.29,0.52,1.7,0.034,41,3.25,0.59,10.4,6,"white",1,8.02468145101055,35.8619453036369,17.6798161299123,6.30769133727826
6.1,0.22,0.25,12.1,0.035,54,3.21,0.4,10.7,5,"white",1,12.978695790009,48.6361425629883,129.468614685823,8.85245756517089
6.3,0.22,0.27,4.5,0.036,81,3.05,0.76,10.7,7,"white",1,12.8571166181294,48.6361425629883,48.1494848005126,12.8571408163269
5.6,0.23,0.25,8,0.043,31,3.19,0.42,10.4,6,"white",1,11.6666423611617,45.2171947078491,83.1991347289988,5.53571329719405
6.8,0.11,0.27,8.6,0.044,45,3.2,0.37,9.9,6,"white",1,17.8946897508164,89.9991818256198,85.1391571223445,6.61764608564028
7.3,0.23,0.41,14.6,0.048,73,3.16,0.71,9.4,6,"white",1,11.4062321777622,40.8693875244021,137.238709956126,9.99999863013717
6.1,0.2,0.17,1.6,0.048,46,3.3,0.43,11.4,6,"white",1,16.4864419285353,56.999715001425,18.2397920663704,7.54098237033076
6.9,0.2,0.41,1.1,0.06,36,2.99,0.39,9.2,5,"white",1,11.3114568664642,45.99977000115,10.1199068968565,5.21739054820427
6.7,0.19,0.32,3.7,0.041,26,2.9,0.57,10.5,7,"white",1,13.137229142688,55.2628670375419,38.8495920792832,3.88059643573188
6.7,0.28,0.34,8.9,0.048,32,3.25,0.54,11,7,"white",1,10.8064341831707,39.2855739800929,97.8989231118458,4.77611869013154
8,0.37,0.31,4.7,0.038,3,2.9,0.72,12.1,5,"white",1,11.7646885813403,32.7026143172586,56.8693118813262,0.374999953125006
6,0.26,0.29,3.1,0.041,37,3.22,0.39,12.8,7,"white",1,10.9090710744162,49.2305798823851,39.6794921025011,6.16666563888906
6.4,0.24,0.49,5.8,0.053,25,3.01,0.98,10.5,6,"white",1,8.76711127792976,43.7498177090929,60.8993605567142,3.90624938964853
6.4,0.25,0.57,1,0.062,21,3,0.4,9.5,5,"white",1,7.80486853064813,37.999848000608,9.49990975085737,3.28124948730477
6.1,0.25,0.48,15.8,0.052,25,3.07,0.45,9.2,6,"white",1,8.3561529367768,36.7998528005888,145.358662700303,4.09835998387541
6.8,0.14,0.35,1.5,0.047,40,3.07,0.72,11.1,6,"white",1,13.8775226989333,79.2851479632288,16.6498151870514,5.8823520761247
6.5,0.38,0.26,5.2,0.042,33,3.06,0.5,12.3,7,"white",1,10.1562341308842,32.3683358728003,63.9592133016764,5.07692229585811
5.4,0.15,0.32,2.5,0.037,10,3.04,0.58,12.6,6,"white",1,11.4893372567292,83.9994400037333,31.4996031050009,1.85185150891639
6.8,0.22,0.32,5.9,0.054,40,3.2,0.57,10.8,6,"white",1,12.5925692730199,49.0906859514275,63.7193118314322,5.8823520761247
7.2,0.21,0.29,3.1,0.044,39,3,0.6,11.3,6,"white",1,14.3999712000576,53.8092675749163,35.0296041654729,5.41666591435196
6.5,0.46,0.24,11.5,0.051,56,3.08,0.56,9.8,6,"white",1,9.28570102042711,21.304301512388,112.698895550824,8.61538328994103
6.5,0.18,0.48,18,0.054,56,2.98,0.61,8.5,6,"white",1,9.84846992656072,47.2219598780007,152.998699511054,8.61538328994103
6.2,0.32,0.12,4.8,0.054,6,3.16,0.5,9.3,5,"white",1,14.0908770661885,29.0624091799713,44.6395848518609,0.967741779396487
7.2,0.4,0.24,8.5,0.055,45,3.2,0.52,9.2,5,"white",1,11.2499824219025,22.9999425001437,78.1992805666188,6.24999913194456
5.9,0.23,0.24,1.6,0.037,32,3.21,0.51,11.4,6,"white",1,12.5531647805005,49.5650018912961,18.2397920663704,5.42372789428341
6.4,0.18,0.48,18,0.054,56,2.98,0.61,8.5,6,"white",1,9.69695500461363,47.2219598780007,152.998699511054,8.74999863281271
6.4,0.37,0.12,5.9,0.056,6,3.06,0.46,8.4,4,"white",1,13.0611978342901,22.7026413442126,49.5595836994969,0.937499853515648
7,0.23,0.42,1.1,0.062,35,3.04,0.4,9.2,5,"white",1,10.7692142012089,39.9998260877127,10.1199068968565,4.99999928571439
7.6,0.19,0.37,13.1,0.033,52,3.18,0.79,10.4,6,"white",1,13.571404336778,54.7365540181368,136.238583118736,6.842104362881
6,0.28,0.27,4.1,0.046,50,3.27,0.56,11.6,6,"white",1,10.9090710744162,41.4284234699162,47.5594483103996,8.33333194444468
6.2,0.32,0.45,2.9,0.029,37,3.25,0.6,12.4,6,"white",1,8.05193759488624,38.7498789066284,35.9595541015291,5.967740972945
6.4,0.26,0.26,1.1,0.052,22,3.09,0.54,9.3,5,"white",1,12.3076686390988,35.7690931957954,10.2299048618848,3.43749946289071
5.9,0.25,0.27,1.5,0.029,37,3.2,0.46,12.2,6,"white",1,11.3461320266692,48.7998048007808,18.2997767427237,6.27118537776519
6.1,0.28,0.3,7.75,0.031,33,3.22,0.46,11,6,"white",1,10.5172232461668,39.2855739800929,85.2490622603151,5.40983517871554
6.9,0.19,0.38,1.15,0.023,30,3.11,0.38,11.4,5,"white",1,12.1052419206282,59.9996842121884,13.1098505477038,4.34782545683689
6.4,0.29,0.57,1,0.06,15,3.06,0.41,9.5,5,"white",1,7.44185181180022,32.7585077292837,9.49990975085737,2.34374963378912
6.8,0.27,0.22,17.8,0.034,16,3.07,0.53,9.2,5,"white",1,13.8775226989333,34.0739478742671,163.758493421861,2.35294083044988
7.5,0.26,0.38,5.7,0.021,23,3.13,0.62,11.1,6,"white",1,11.7187316894817,42.6921434917558,63.2692977107954,3.06666625777783
6.4,0.2,0.22,7.4,0.032,53,3.24,0.58,11,6,"white",1,15.2380589570025,54.999725001375,81.3991046098493,8.28124870605489
7.3,0.33,0.22,1.4,0.041,40,3.14,0.48,9.9,5,"white",1,13.2727031405397,29.9999090911846,13.8598627873584,5.47945130418475
7.3,0.34,0.22,1.4,0.044,43,3.14,0.46,9.9,5,"white",1,13.0356910076946,29.117561418937,13.8598627873584,5.89041015199861
6.1,1.1,0.16,4.4,0.033,8,3.35,0.47,12.4,4,"white",1,4.84126599899524,11.2727170248027,54.559323464389,1.31147519484013
6.3,0.24,0.29,1.6,0.052,48,3.21,0.5,9.4,5,"white",1,11.8867700249622,39.1665034729022,15.0398586253289,7.61904640967517
6.2,0.24,0.22,7.9,0.053,45,3.23,0.52,9.3,5,"white",1,13.4782315690618,38.7498385423394,73.4693167353544,7.25806334547365
7.4,0.16,0.27,15.5,0.05,25,2.9,0.43,8.7,7,"white",1,17.2092623040412,54.374660158374,134.848826815207,3.37837792184082
7.2,0.17,0.28,17.55,0.05,33,2.94,0.43,9,7,"white",1,15.9999644445235,52.940865053735,157.948578462794,4.58333269675935
6.9,0.19,0.35,13.5,0.038,49,3,0.63,10.7,6,"white",1,12.7777541152702,56.3154930763522,144.448454401538,7.10144824616692
6.8,0.16,0.36,1.3,0.034,32,3.02,0.58,11.3,6,"white",1,13.0768979290424,70.6245585965088,14.6898340048757,4.70588166089976
6.8,0.3,0.27,11.6,0.028,22,2.96,0.38,11.7,6,"white",1,11.9298036319235,38.9998700004333,135.718412094578,3.23529364186858
6.5,0.43,0.18,13.15,0.032,25,3.23,0.51,10.7,5,"white",1,10.6557202365242,24.8836630612487,140.703494472609,3.84615325443796
6.6,0.17,0.36,1.9,0.036,38,3.05,0.54,11.4,6,"white",1,12.4528066928176,67.0584290680643,21.6597530788149,5.75757488521593
6.4,0.41,0.01,6.1,0.048,20,3.19,0.42,10,5,"white",1,15.2380589570025,24.3901844141844,60.9993900060999,3.12499951171883
7.4,0.36,0.32,1.9,0.036,27,3.15,0.49,11.2,6,"white",1,10.8823369377398,31.1110246915981,21.2797616666693,3.64864815558809
6.1,0.17,0.21,1.9,0.09,44,3.07,0.41,9.7,5,"white",1,16.0525893352912,57.0584878912477,18.4298212307341,7.21311357162073
5.5,0.28,0.21,1.6,0.032,23,3.42,0.42,12.5,5,"white",1,11.2244668888431,44.6426977046511,19.999750003125,4.18181742148774
6.6,0.5,0.26,11.3,0.029,32,3.27,0.78,12.9,8,"white",1,8.68419909973803,25.7999484001032,145.768119591257,4.84848411386604
7.1,0.44,0.27,8.4,0.057,60,3.16,0.36,11.8,6,"white",1,9.9999859155128,26.8181208679071,99.1188303978013,8.45070303511225
6.9,0.38,0.28,8.3,0.062,22,3.16,0.72,10.6,5,"white",1,10.4545296143491,27.8946634350962,87.9790674218853,3.18840533501372
6.2,0.24,0.28,12.2,0.049,54,3.19,0.37,10.7,6,"white",1,11.9230539941269,44.5831475702185,130.538603236945,8.70967601456838
6.1,0.28,0.27,8,0.048,41,3.21,0.51,9.9,5,"white",1,11.0908889256565,35.3570165820836,79.1992159277623,6.72131037355568
7.6,0.26,0.32,1.3,0.048,23,2.96,0.46,12,6,"white",1,13.1034256837488,46.153668639736,15.5998128022464,3.02631539127429
7.5,0.16,0.38,12.7,0.043,70.5,3.15,0.82,10.4,7,"white",1,13.8888631687719,64.999593752539,132.078626382286,9.39999874666683
6.5,0.36,0.16,1.3,0.054,11,3.19,0.39,8.5,5,"white",1,12.4999759615847,23.6110455248735,11.0499060757984,1.6923074319527
6.6,0.35,0.19,10.5,0.06,15,3.13,0.38,9.9,4,"white",1,12.2221995885193,28.2856334696187,103.948970905188,2.27272692837471
5.7,0.25,0.26,12.5,0.049,52.5,3.08,0.45,9.4,6,"white",1,11.1764486736301,37.5998496006016,117.498895510382,9.21052469990795
7.4,0.37,0.26,9.6,0.05,33,3.13,0.46,10.4,5,"white",1,11.7460131015665,28.1080321404537,99.8389616747986,4.45945885682988
5.7,0.25,0.21,1.5,0.044,21,3.3,0.59,11,6,"white",1,12.3912774102665,43.999824000704,16.4998185019965,3.68420987996318
5.8,0.23,0.21,1.5,0.044,21,3.3,0.57,11,6,"white",1,13.1817882232086,47.8258790179173,16.4998185019965,3.62068903091568
5.4,0.265,0.28,7.8,0.052,27,3.19,0.38,10.4,6,"white",1,9.90823870047945,39.2451349240192,81.1191563607739,4.99999907407425
5.7,0.25,0.27,10.8,0.05,58,3.1,0.5,9.8,6,"white",1,10.9615173816973,39.1998432006272,105.838962778165,10.1754368113269
5.7,0.25,0.26,12.5,0.049,52.5,3.08,0.45,9.4,6,"white",1,11.1764486736301,37.5998496006016,117.498895510382,9.21052469990795
5.9,0.23,0.28,8.6,0.046,37,3.23,0.53,10.6,6,"white",1,11.5686047674416,46.0867561445385,91.1590337142426,6.27118537776519
6.2,0.3,0.32,1.2,0.052,32,3.28,0.44,10.1,5,"white",1,9.99998387099376,33.6665544448185,12.1198775892363,5.1612894901146
6.5,0.33,0.24,14.5,0.048,20,3.06,0.3,11.5,8,"white",1,11.4034887658092,34.8483792473356,166.748082397052,3.07692260355037
7.4,0.26,0.29,3.7,0.048,14,3.06,0.45,11.4,6,"white",1,13.45452099178,43.8459852077492,42.1795191534817,1.89189163623086
7,0.2,0.4,1.1,0.058,30,3.03,0.38,9.2,6,"white",1,11.6666472222546,45.99977000115,10.1199068968565,4.28571367346948
6.5,0.21,0.42,1.1,0.059,33,3.12,0.38,9.7,6,"white",1,10.3174439405652,46.1902562368751,10.6698965020039,5.07692229585811
7.3,0.25,0.27,3.8,0.047,16,3.07,0.46,11.3,6,"white",1,14.038434541472,45.1998192007232,42.9395147834829,2.1917805216739
6.8,0.27,0.24,4.6,0.098,36,3.15,0.49,9.6,6,"white",1,13.3333071895937,35.5554238688005,44.1595760680697,5.29411686851223
6.7,0.24,0.3,10.2,0.07,44,2.86,0.46,8.9,6,"white",1,12.4073844307696,37.0831788200882,90.7791920651906,6.56716319893087
6.4,0.14,0.28,7.9,0.057,21,3.26,0.36,10,6,"white",1,15.2380589570025,71.4280612281341,78.9992100078999,3.28124948730477
6.4,0.5,0.2,2.4,0.059,19,3.18,0.4,9.2,6,"white",1,9.14284408165131,18.3999632000736,22.0797968658688,2.96874953613288
6.6,0.41,0.27,10.7,0.11,20,3.08,0.41,9,6,"white",1,9.70586807960576,21.9511659727659,96.2991333078002,3.03030257116628
6.4,0.25,0.28,4.9,0.03,29,3.09,0.58,12.8,7,"white",1,12.0754489142473,51.1997952008192,62.7191971942759,4.5312492919923
8,0.25,0.35,1.1,0.054,13,3.08,0.55,9.5,5,"white",1,13.3333111111481,37.999848000608,10.4499007259431,1.62499979687503
6.6,0.21,0.34,5.6,0.046,30,3.22,0.38,11,5,"white",1,11.9999781818578,52.3807029490336,61.5993224074535,4.54545385674942
6.3,0.29,0.23,14.2,0.037,24,3.08,0.38,10.6,6,"white",1,12.1153613166129,36.5515980979376,150.518404504912,3.80952320483759
6.9,0.37,0.23,9.5,0.057,54,3.23,0.42,10,5,"white",1,11.4999808333653,27.0269539812055,94.9990500094999,7.8260858223064
5.7,0.31,0.28,4.1,0.03,22,3.31,0.38,11.7,7,"white",1,9.6610005745753,37.7418137360847,47.9694387575665,3.85964844567571
6.9,0.45,0.27,4.7,0.035,17,3.12,0.36,12.5,7,"white",1,9.58332002316664,27.7777160495199,58.7492656341796,2.46376775887424
6.9,0.3,0.45,1.4,0.039,36,3.07,0.47,11.1,7,"white",1,9.19998773334969,36.9998766670778,15.5398275079147,5.21739054820427
5.3,0.23,0.56,0.9,0.041,46,3.16,0.62,9.7,5,"white",1,6.70885226727561,42.1737296794362,8.7299153198214,8.67924364542573
6.8,0.3,0.26,20.3,0.037,45,3.04,0.38,12.3,6,"white",1,12.1428354592224,40.9998633337889,249.686928850775,6.61764608564028
6.7,0.28,0.42,3.5,0.035,43,3.18,0.38,12.2,6,"white",1,9.57141489797872,43.5712729597394,42.6994790663554,6.41790948986425
5,0.255,0.22,2.7,0.043,46,3.75,0.76,11.3,6,"white",1,10.5262936288555,44.3135517115619,30.5096552408958,9.19999816000037
7.6,0.4,0.27,1.2,0.053,23,3.22,0.38,11.6,5,"white",1,11.3432666518408,28.9999275001813,13.9198385298731,3.02631539127429
5.5,0.21,0.25,1.2,0.04,18,3.31,0.56,11.3,6,"white",1,11.9564957467484,53.8092675749163,13.5598467737315,3.27272667768606
6,0.2,0.25,2,0.041,30,3.27,0.56,11.1,6,"white",1,13.3333037037695,55.4997225013875,22.1997535827352,4.99999916666681
6.1,0.17,0.29,1.1,0.041,32,3.26,0.57,11.2,6,"white",1,13.2608407373027,65.8819654002035,12.3198620175454,5.24590077936053
7.5,0.21,0.29,1.5,0.046,35,3.15,0.45,11.3,6,"white",1,14.99997000006,53.8092675749163,16.9498084671643,4.66666604444453
7.3,0.26,0.32,1.2,0.041,29,3.07,0.45,12,6,"white",1,12.5861851962324,46.153668639736,14.3998272020736,3.97260219553395
6.2,0.35,0.2,18.1,0.069,33,3.15,0.5,8.8,6,"white",1,11.2727067768968,25.1427853063277,159.278598348335,5.32257978668068
6.5,0.43,0.31,3.6,0.046,19,3.15,0.34,12,8,"white",1,8.78377191382174,27.9069118443911,43.1994816062207,2.92307647337285
6.5,0.4,0.31,3.5,0.046,22,3.15,0.31,12,7,"white",1,9.15491668321594,29.9999250001875,41.9994960060479,3.38461486390541
7.4,0.28,0.5,12.1,0.049,48,3.01,0.44,9,5,"white",1,9.48716732414446,32.1427423473488,108.899019908821,6.48648560993438
6.3,0.23,0.22,17.45,0.054,42,3.12,0.6,9.3,6,"white",1,13.999968888958,40.4346068060574,162.283490763536,6.66666560846578
6.2,0.34,0.25,12.1,0.059,33,3.14,0.56,8.7,6,"white",1,10.5084567653275,25.5881600348234,105.269084158968,5.32257978668068
6.6,0.44,0.32,3,0.095,13,3.1,0.63,12.8,6,"white",1,8.68419909973803,29.0908429753569,38.3995084862914,1.96969667125808
6,0.13,0.36,1.6,0.052,23,3.1,0.5,11.5,7,"white",1,12.244872969647,88.4608579934,18.3997884024334,3.83333269444455
6.3,0.17,0.23,5.7,0.048,44,3.08,0.54,10,5,"white",1,15.7499606250984,58.8231833930389,56.9994300056999,6.98412587553558
6.3,0.18,0.22,5.6,0.047,45,3.09,0.54,10,5,"white",1,15.7499606250984,55.5552469152949,55.9994400055999,7.14285600907048
6.7,0.31,0.34,6.8,0.059,51,3.33,0.56,10.3,5,"white",1,10.3076764497285,33.2256992719378,70.0392785954305,7.61193916239714
6.6,0.33,0.32,15.6,0.054,62,3.25,0.56,10.4,5,"white",1,10.1538305325684,31.5150560149818,162.238312721548,9.39393797061546
6.3,0.34,0.31,6,0.02,18,3.22,0.29,13.4,7,"white",1,9.69229278108803,39.4116487892683,80.3989226544364,2.85714240362819
6.8,0.29,0.32,1.8,0.032,18,3.05,0.62,11.2,6,"white",1,11.1475227089792,38.6205564808397,20.1597742105288,2.64705843425611
7.4,0.31,0.26,8.6,0.048,47,3.26,0.36,9.1,5,"white",1,12.982433364152,29.3547440169548,78.2592878404807,6.35135049306074
5.7,0.25,0.27,11.5,0.04,24,3.33,0.31,10.8,6,"white",1,10.9615173816973,43.1998272006912,124.198658654487,4.21052557710078
6.8,0.27,0.28,7.8,0.038,26,3.24,0.34,12.5,6,"white",1,12.3636138843384,46.2961248291673,97.4987812652342,3.82352884948105
5.9,0.26,0.24,2.4,0.046,27,3.63,0.73,11.3,5,"white",1,11.7999764000472,43.4613713024181,27.1196935474629,4.57627041080162
5.9,0.65,0.23,5,0.035,20,3.46,0.48,12.8,6,"white",1,6.70453783575246,19.6922773964963,63.9991808104856,3.38982993392713
6.6,0.23,0.32,1.5,0.041,8,3.22,0.39,12.7,6,"white",1,11.9999781818578,55.2171512297773,19.0497580680725,1.21212102846651
6.8,0.18,0.35,5.4,0.054,53,3.1,0.54,11,7,"white",1,12.8301644713878,61.1107716068244,59.3993466071873,7.79411650086522
6.8,0.28,0.29,11.9,0.052,51,3.02,0.58,10.4,6,"white",1,11.9298036319235,37.1427244902697,123.758712909386,7.49999889705899
5.9,0.27,0.27,9,0.051,43,3.25,0.53,10.7,6,"white",1,10.9259056927672,39.6294828537672,96.2989696010253,7.28813435794333
6.1,0.25,0.28,10,0.055,56,3.22,0.35,10.9,6,"white",1,11.509412246392,43.5998256006976,108.99881191295,9.18032636388092
6.8,0.26,0.29,11.9,0.052,54,3.03,0.58,10.4,6,"white",1,12.3636138843384,39.9998461544379,123.758712909386,7.94117530276834
